Time,Corr Lap Dist,Math Inverse Corner Radius,Vehicle Speed,Yaw Velocity
96.4,4145.152,-0.001955189,228,0.11
96.42,4146.414,-0.001851078,228.1,0.09
96.44,4147.687,-0.001726257,228.2,0.06
96.46,4148.953,-0.001579548,228.3,0.04
96.48,4150.218,-0.001457973,228.4,0.04
96.5,4151.492,-0.001503224,228.4,0.04
96.52,4152.757,-0.001475991,228.5,0.05
96.54,4154.031,-0.001423221,228.7,0.05
96.56,4155.3,-0.00125945,228.8,0.04
96.58,4156.566,-0.001211802,228.9,0.05
96.6,4157.839,-0.001065273,229,0.05
96.62,4159.113,-0.001114959,229.1,0.06
96.64,4160.386,-0.001065532,229.2,0.07
96.66,4161.66,-0.001086017,229.3,0.06
96.68,4162.933,-0.001008621,229.4,0.06
96.7,4164.207,-0.000909906,229.5,0.06
96.72,4165.484,-0.000985331,229.5,0.07
96.74,4166.757,-0.000990713,229.7,0.07
96.76,4168.031,-0.001029276,229.8,0.07
96.78,4169.312,-0.001029673,229.8,0.07
96.8,4170.585,-0.000890265,229.9,0.06
96.82,4171.867,-0.000891738,230.1,0.06
96.84,4173.148,-0.000868661,230.1,0.06
96.86,4174.417,-0.000837937,230.2,0.05
96.88,4175.699,-0.000889716,230.4,0.05
96.9,4176.98,-0.000804841,230.4,0.05
96.92,4178.261,-0.000833892,230.5,0.04
96.94,4179.542,-0.000753137,230.6,0.03
96.96,4180.824,-0.00071982,230.7,0.03
96.98,4182.105,-0.000617087,230.8,0.02
97,4183.382,-0.000514136,230.9,0.01
97.02,4184.671,-0.000367263,231,0
97.04,4185.953,-0.000294401,231.1,0
97.06,4187.234,-0.000194043,231.2,-0.01
97.08,4188.523,-0.000202477,231.3,-0.01
97.1,4189.812,-0.000089278,231.4,-0.02
97.12,4191.093,-6.22E-06,231.5,-0.02
97.14,4192.382,0.000068113,231.6,-0.02
97.16,4193.667,5.71E-05,231.7,-0.02
97.18,4194.957,8.96E-05,231.8,-0.03
97.2,4196.238,0.000118187,231.9,-0.03
97.22,4197.527,0.000176809,232,-0.03
97.24,4198.816,0.000248639,232.1,-0.03
97.26,4200.105,0.000202505,232.2,-0.02
97.28,4201.402,0.000204964,232.3,-0.01
97.3,4202.687,0.00023278,232.3,-0.01
97.32,4203.976,0.000240823,232.4,-0.01
97.34,4205.273,0.000243585,232.5,-0.01
97.36,4206.562,0.000219321,232.6,-0.01
97.38,4207.851,0.000232394,232.7,-0.01
97.4,4209.148,0.000216069,232.8,-0.01
97.42,4210.445,0.000244653,232.9,-0.02
97.44,4211.734,0.000241537,232.9,-0.02
97.46,4213.027,0.000223524,233,-0.02
97.48,4214.324,0.000267473,233.1,-0.02
97.5,4215.621,0.000256167,233.2,-0.01
97.52,4216.91,0.000218911,233.3,-0.01
97.54,4218.207,0.000289906,233.4,-0.01
97.56,4219.503,0.000191479,233.5,-0.01
97.58,4220.8,0.000208258,233.5,-0.01
97.6,4222.101,0.000181919,233.6,-0.01
97.62,4223.398,0.000146308,233.7,-0.01
97.64,4224.695,0.000163634,233.8,-0.01
97.66,4225.992,0.000254153,233.9,-0.01
97.68,4227.296,0.000218267,234,-0.01
97.7,4228.593,0.000218698,234,-0.01
97.72,4229.898,0.000223196,234.1,-0.02
97.74,4231.191,0.000212896,234.2,-0.02
97.76,4232.496,0.000230997,234.3,-0.02
97.78,4233.792,0.000247327,234.3,-0.02
97.8,4235.097,0.000195414,234.4,-0.02
97.82,4236.402,0.000257678,234.5,-0.02
97.84,4237.707,0.000204088,234.6,-0.01
97.86,4239.011,0.000295758,234.6,-0.01
97.88,4240.308,0.000230102,234.7,-0.02
97.9,4241.609,0.000274021,234.8,-0.02
97.92,4242.914,0.000226372,234.9,-0.02
97.94,4244.226,0.000229096,234.9,-0.02
97.96,4245.531,0.00023009,235,-0.02
97.98,4246.835,0.000229081,235.1,-0.02
98,4248.14,0.000262267,235.2,-0.02
98.02,4249.445,0.000238836,235.2,-0.02
98.04,4250.753,0.000327071,235.3,-0.02
98.06,4252.058,0.000323408,235.4,-0.03
98.08,4253.371,0.000448738,235.5,-0.03
98.1,4254.675,0.000461951,235.5,-0.04
98.12,4255.988,0.000506571,235.6,-0.05
98.14,4257.292,0.000509945,235.7,-0.05
98.16,4258.605,0.000598899,235.7,-0.05
98.18,4259.906,0.00059335,235.8,-0.05
98.2,4261.218,0.000599615,235.9,-0.06
98.22,4262.531,0.000675166,235.9,-0.06
98.24,4263.843,0.0007042,236,-0.06
98.26,4265.156,0.000700421,236.1,-0.07
98.28,4266.468,0.000777752,236.1,-0.06
98.3,4267.781,0.000764511,236.2,-0.06
98.32,4269.089,0.000818125,236.3,-0.05
98.34,4270.402,0.000714719,236.3,-0.04
98.36,4271.714,0.000655597,236.4,-0.04
98.38,4273.027,0.000721097,236.5,-0.04
98.4,4274.339,0.000646302,236.5,-0.03
98.42,4275.652,0.00064169,236.6,-0.03
98.44,4276.972,0.000662839,236.7,-0.03
98.46,4278.285,0.000604465,236.7,-0.03
98.48,4279.593,0.000580306,236.8,-0.03
98.5,4280.914,0.000515071,236.9,-0.02
98.52,4282.226,0.000519992,236.9,-0.03
98.54,4283.546,0.000554481,237,-0.03
98.56,4284.859,0.000506676,237,-0.03
98.58,4286.179,0.000507289,237.1,-0.03
98.6,4287.5,0.000519461,237.2,-0.03
98.62,4288.808,0.000499612,237.2,-0.03
98.64,4290.128,0.000520043,237.3,-0.03
98.66,4291.449,0.000388072,237.3,-0.03
98.68,4292.769,0.000400775,237.4,-0.03
98.7,4294.089,0.000390216,237.5,-0.03
98.72,4295.402,0.000459875,237.5,-0.03
98.74,4296.722,0.000485758,237.6,-0.03
98.76,4298.039,0.000497109,237.6,-0.03
98.78,4299.359,0.000503866,237.7,-0.03
98.8,4300.679,0.000500479,237.8,-0.03
98.82,4302.007,0.000496918,237.8,-0.03
98.84,4303.328,0.000424793,237.9,-0.03
98.86,4304.648,0.000384153,237.9,-0.03
98.88,4305.968,0.000424084,238,-0.03
98.9,4307.285,0.000409625,238,-0.03
98.92,4308.613,0.000444429,238.1,-0.03
98.94,4309.933,0.000423479,238.2,-0.03
98.96,4311.261,0.000494432,238.2,-0.03
98.98,4312.582,0.000466779,238.3,-0.03
99,4313.902,0.000440532,238.3,-0.03
99.02,4315.23,0.000460419,238.4,-0.03
99.04,4316.558,0.000378073,238.4,-0.02
99.06,4317.875,0.000337385,238.5,-0.02
99.08,4319.203,0.000369349,238.5,-0.02
99.1,4320.523,0.000320346,238.6,-0.01
99.12,4321.851,0.000281464,238.6,-0.01
99.14,4323.179,0.000242547,238.7,-0.01
99.16,4324.507,0.000275329,238.8,0
99.18,4325.835,0.00018941,238.8,0
99.2,4327.152,0.000182927,238.9,0
99.22,4328.48,0.000151952,238.9,0
99.24,4329.808,0.000138808,239,0
99.26,4331.136,0.000107338,239,0
99.28,4332.464,0.000152879,239.1,0
99.3,4333.792,0.000100862,239.1,0
99.32,4335.121,0.000140797,239.2,0
99.34,4336.445,8.02E-05,239.2,0
99.36,4337.781,9.60E-05,239.3,-0.01
99.38,4339.109,7.21E-05,239.3,-0.01
99.4,4340.437,7.26E-05,239.4,-0.01
99.42,4341.765,0.000119991,239.4,-0.01
99.44,4343.101,8.95E-05,239.5,-0.01
99.46,4344.429,0.000087499,239.5,-0.01
99.48,4345.753,8.19E-05,239.6,-0.01
99.5,4347.089,9.60E-05,239.6,-0.01
99.52,4348.417,9.30E-05,239.6,-0.01
99.54,4349.746,0.000105509,239.5,-0.01
99.56,4351.074,9.94E-05,239.2,-0.01
99.58,4352.402,6.93E-05,238.4,0
99.6,4353.722,0.000055331,237.2,0
99.62,4355.023,4.23E-05,235.8,0
99.64,4356.328,4.68E-05,234.4,0
99.66,4357.625,9.07E-06,233,0
99.68,4358.914,2.01E-05,231.6,0
99.7,4360.187,1.95E-05,230.2,0
99.72,4361.46,5.76E-06,228.8,0
99.74,4362.726,4.33E-05,227.4,0
99.76,4363.976,1.46E-05,226,0.01
99.78,4365.222,-0.000014479,224.7,0.01
99.8,4366.464,-0.000024856,223.3,0.01
99.82,4367.699,-1.94E-05,221.9,0.01
99.84,4368.925,-5.88E-06,220.5,0.01
99.86,4370.136,-3.21E-05,219.1,0
99.88,4371.347,-3.58E-05,217.8,0
99.9,4372.55,-4.68E-05,216.4,0.01
99.92,4373.746,-0.00004122,215.1,0
99.94,4374.929,-2.68E-05,213.7,0
99.96,4376.109,-1.87E-05,212.3,0
99.98,4377.281,-5.25E-05,211,0.01
100,4378.445,-9.84E-05,209.6,0.01
100.02,4379.601,-0.000122119,208.1,0.01
100.04,4380.75,-9.44E-05,206.8,0.01
100.06,4381.89,-0.00012805,205.4,0.01
100.08,4383.023,-0.000221757,204,0.01
100.1,4384.144,-0.000155095,202.7,0.01
100.12,4385.269,-0.000223064,201.3,0.02
100.14,4386.378,-0.000273441,199.9,0.02
100.16,4387.48,-0.000397715,198.6,0.02
100.18,4388.574,-0.00029539,197.2,0.02
100.2,4389.66,-0.000299042,195.8,0.02
100.22,4390.746,-0.00027035,194.5,0.02
100.24,4391.816,-0.000318325,193.2,0.03
100.26,4392.882,-0.00037888,191.9,0.03
100.28,4393.937,-0.000365032,190.5,0.03
100.3,4394.992,-0.000359165,189.2,0.04
100.32,4396.031,-0.000403019,187.8,0.04
100.34,4397.07,-0.000432658,186.8,0.03
100.36,4398.101,-0.000453688,185.5,0.03
100.38,4399.125,-0.000455077,184.2,0.02
100.4,4400.14,-0.000398886,182.9,0.02
100.42,4401.148,-0.000323786,181.6,0.01
100.44,4402.148,-0.000245444,180.3,0.01
100.46,4403.144,-0.000204898,178.9,0.01
100.48,4404.128,-0.000277484,177.6,0
100.5,4405.105,-0.000271914,176.3,0
100.52,4406.082,-0.000162386,175,0
100.54,4407.042,-0.000206509,173.7,-0.01
100.56,4408.003,-0.000138352,172.5,-0.01
100.58,4408.949,-0.000119232,171.2,0
100.6,4409.894,-0.000142002,169.9,-0.01
100.62,4410.832,9.50E-06,168.6,-0.01
100.64,4411.761,5.51E-05,167.2,-0.01
100.66,4412.679,0.000123584,165.9,-0.02
100.68,4413.593,0.000157034,164.7,-0.02
100.7,4414.5,0.000271564,163.3,-0.03
100.72,4415.398,0.000239132,162,-0.04
100.74,4416.296,0.000456032,160.7,-0.04
100.76,4417.179,0.000438408,159.4,-0.04
100.78,4418.054,0.00054738,158.1,-0.04
100.8,4418.929,0.000690014,157,-0.04
100.82,4419.796,0.000569076,156,-0.05
100.84,4420.656,0.00076019,154.8,-0.04
100.86,4421.503,0.000828088,153.5,-0.05
100.88,4422.347,0.000927423,152.2,-0.05
100.9,4423.191,0.000979259,150.8,-0.06
100.92,4424.019,0.001143949,149.5,-0.06
100.94,4424.839,0.001060195,148.2,-0.07
100.96,4425.66,0.001350956,146.8,-0.07
100.98,4426.464,0.001512707,145.5,-0.07
101,4427.269,0.001434325,144.1,-0.08
101.02,4428.058,0.001543316,142.8,-0.08
101.04,4428.847,0.00167516,141.5,-0.08
101.06,4429.628,0.001746862,140.2,-0.08
101.08,4430.394,0.001687039,138.9,-0.09
101.1,4431.156,0.001855616,137.6,-0.09
101.12,4431.914,0.001831631,136.4,-0.08
101.14,4432.664,0.001918741,135.2,-0.07
101.16,4433.414,0.001868817,133.9,-0.07
101.18,4434.148,0.001731364,132.7,-0.08
101.2,4434.882,0.002253203,131.5,-0.08
101.22,4435.601,0.002153793,130.3,-0.08
101.24,4436.32,0.002175321,129.1,-0.08
101.26,4437.031,0.002213074,127.8,-0.09
101.28,4437.734,0.002581889,126.4,-0.09
101.3,4438.429,0.002582092,125.1,-0.09
101.32,4439.117,0.002622551,123.8,-0.09
101.34,4439.796,0.002571298,122.6,-0.09
101.36,4440.464,0.002869957,121.3,-0.08
101.38,4441.136,0.002967272,120.1,-0.09
101.4,4441.792,0.002926882,118.9,-0.09
101.42,4442.449,0.002944866,117.6,-0.1
101.44,4443.097,0.003235988,116.4,-0.09
101.46,4443.738,0.003725527,115.2,-0.09
101.48,4444.371,0.004116871,114,-0.09
101.5,4444.996,0.003882386,112.8,-0.11
101.52,4445.613,0.004003954,111.7,-0.12
101.54,4446.23,0.004081108,110.6,-0.13
101.56,4446.839,0.004107125,109.4,-0.13
101.58,4447.441,0.004263123,108.3,-0.13
101.6,4448.035,0.004191402,107.1,-0.14
101.62,4448.621,0.004766626,106,-0.14
101.64,4449.207,0.005516572,104.9,-0.16
101.66,4449.785,0.006245747,103.8,-0.18
101.68,4450.351,0.006518143,102.8,-0.2
101.7,4450.914,0.006299239,101.7,-0.22
101.72,4451.476,0.006838512,100.7,-0.24
101.74,4452.031,0.008195586,99.7,-0.26
101.76,4452.578,0.008970749,98.6,-0.27
101.78,4453.117,0.009469397,97.5,-0.28
101.8,4453.656,0.010282081,96.5,-0.29
101.82,4454.187,0.011584722,95.5,-0.32
101.84,4454.71,0.012817374,94.6,-0.36
101.86,4455.234,0.013640802,93.7,-0.39
101.88,4455.75,0.014312819,92.9,-0.41
101.9,4456.257,0.015145969,92.1,-0.43
101.92,4456.765,0.015956037,91.4,-0.44
101.94,4457.273,0.015909366,90.7,-0.45
101.96,4457.773,0.017443171,90.1,-0.44
101.98,4458.265,0.019801782,89.6,-0.44
102,4458.765,0.02013798,89.1,-0.45
102.02,4459.257,0.020340305,88.7,-0.46
102.04,4459.746,0.019645981,88.3,-0.47
102.06,4460.23,0.019613855,88,-0.49
102.08,4460.714,0.020239907,87.6,-0.5
102.1,4461.207,0.020638416,87.3,-0.5
102.12,4461.683,0.02165674,86.9,-0.51
102.14,4462.167,0.022248719,86.6,-0.52
102.16,4462.644,0.023081844,86.3,-0.53
102.18,4463.121,0.023329477,86,-0.54
102.2,4463.597,0.02376429,85.7,-0.56
102.22,4464.074,0.024109717,85.4,-0.58
102.24,4464.55,0.02497331,85.1,-0.59
102.26,4465.019,0.026132206,84.8,-0.61
102.28,4465.488,0.026031946,84.6,-0.62
102.3,4465.957,0.02624598,84.3,-0.63
102.32,4466.425,0.026564306,84.1,-0.63
102.34,4466.886,0.026609168,83.9,-0.63
102.36,4467.355,0.027079433,83.6,-0.62
102.38,4467.816,0.027635517,83.4,-0.62
102.4,4468.277,0.02858378,83.2,-0.63
102.42,4468.738,0.029516777,82.9,-0.65
102.44,4469.195,0.029162259,82.7,-0.68
102.46,4469.656,0.027401511,82.5,-0.7
102.48,4470.109,0.026407463,82.2,-0.7
102.5,4470.57,0.026763889,82,-0.7
102.52,4471.023,0.029105884,81.8,-0.71
102.54,4471.476,0.031106336,81.6,-0.71
102.56,4471.929,0.031711424,81.4,-0.71
102.58,4472.375,0.029669559,81.1,-0.72
102.6,4472.828,0.028609399,80.9,-0.73
102.62,4473.273,0.028804229,80.7,-0.73
102.64,4473.718,0.029316785,80.5,-0.74
102.66,4474.171,0.030393085,80.3,-0.74
102.68,4474.609,0.031520854,80.1,-0.74
102.7,4475.054,0.032058912,79.8,-0.75
102.72,4475.5,0.032900585,79.6,-0.77
102.74,4475.937,0.034760028,79.3,-0.8
102.76,4476.382,0.03429086,79.1,-0.83
102.78,4476.82,0.031881854,78.9,-0.85
102.8,4477.25,0.034478797,78.6,-0.86
102.82,4477.687,0.041522242,78.4,-0.89
102.84,4478.125,0.03168439,78.1,-0.87
102.86,4478.55,0.044703685,77.8,-0.89
102.88,4478.98,0.030740039,77.5,-0.81
102.9,4479.41,0.035791333,77.3,-0.78
102.92,4479.839,0.04525748,77,-0.79
102.94,4480.269,0.03943634,76.7,-0.74
102.96,4480.691,0.039088116,76.5,-0.68
102.98,4481.113,0.028720934,76.3,-0.59
103,4481.535,0.021619298,76.2,-0.49
103.02,4481.957,0.020966339,76,-0.44
103.04,4482.378,0.018779955,75.9,-0.41
103.06,4482.8,0.017196749,75.7,-0.4
103.08,4483.222,0.018758335,75.6,-0.41
103.1,4483.644,0.014722447,75.4,-0.43
103.12,4484.058,0.015300085,75.3,-0.5
103.14,4484.48,0.017831913,75.2,-0.58
103.16,4484.894,0.025364557,75,-0.67
103.18,4485.308,0.036048337,74.8,-0.74
103.2,4485.722,0.031717475,74.6,-0.79
103.22,4486.136,0.038870598,74.4,-0.81
103.24,4486.55,0.034240442,74.3,-0.76
103.26,4486.964,0.042686108,74.3,-0.71
103.28,4487.378,0.042870178,74.4,-0.58
103.3,4487.785,0.04381574,74.4,-0.43
103.32,4488.203,0.041487425,74.6,-0.34
103.34,4488.617,0.033010399,74.9,-0.24
103.36,4489.031,0.027302311,75.1,-0.2
103.38,4489.453,0.023271575,75.5,-0.2
103.4,4489.875,0.019170477,75.8,-0.21
103.42,4490.296,0.014821461,76.1,-0.24
103.44,4490.718,0.011967302,76.5,-0.27
103.46,4491.148,0.010673817,76.8,-0.29
103.48,4491.578,0.009994152,77.3,-0.3
103.5,4492.007,0.010627442,77.8,-0.3
103.52,4492.445,0.012323145,78.3,-0.3
103.54,4492.882,0.014279447,78.9,-0.3
103.56,4493.32,0.014695264,79.4,-0.28
103.58,4493.765,0.015063198,79.9,-0.26
103.6,4494.21,0.014311863,80.4,-0.24
103.62,4494.664,0.013044649,80.8,-0.23
103.64,4495.117,0.011860446,81.3,-0.21
103.66,4495.57,0.010376434,81.9,-0.19
103.68,4496.031,0.008599322,82.4,-0.17
103.7,4496.484,0.007012941,82.9,-0.15
103.72,4496.953,0.005868575,83.4,-0.13
103.74,4497.414,0.004610783,83.9,-0.1
103.76,4497.878,0.002465473,84.4,-0.06
103.78,4498.355,-0.000158188,85,0
103.8,4498.832,-0.001510864,85.4,0.04
103.82,4499.308,-0.003907831,86,0.1
103.84,4499.785,-0.006358838,86.6,0.17
103.86,4500.269,-0.007469118,86.9,0.21
103.88,4500.753,-0.009369118,87.4,0.27
103.9,4501.246,-0.010387281,88,0.33
103.92,4501.738,-0.011281477,88.4,0.35
103.94,4502.23,-0.012098487,88.9,0.37
103.96,4502.73,-0.012838514,89.4,0.36
103.98,4503.222,-0.014619676,89.7,0.35
104,4503.722,-0.016705663,90,0.37
104.02,4504.222,-0.017162233,90.1,0.41
104.04,4504.722,-0.01752667,90.1,0.45
104.06,4505.23,-0.017943609,90.1,0.51
104.08,4505.73,-0.018626718,89.9,0.57
104.1,4506.222,-0.020099309,89.8,0.62
104.12,4506.722,-0.020615682,89.5,0.66
104.14,4507.218,-0.020665203,89.3,0.68
104.16,4507.71,-0.01912202,89.1,0.68
104.18,4508.203,-0.021332511,88.9,0.66
104.2,4508.695,-0.020853488,88.8,0.64
104.22,4509.187,-0.031438563,88.5,0.65
104.24,4509.679,-0.023552162,88.3,0.64
104.26,4510.171,-0.021421531,88.1,0.65
104.28,4510.656,-0.021220459,87.9,0.64
104.3,4511.148,-0.02268065,87.7,0.63
104.32,4511.632,-0.017900708,87.5,0.62
104.34,4512.117,-0.015566591,87.3,0.64
104.36,4512.601,-0.032010156,87.1,0.61
104.38,4513.085,-0.02062098,86.9,0.64
104.4,4513.562,-0.023997093,86.7,0.63
104.42,4514.046,-0.028106755,86.4,0.62
104.44,4514.523,-0.019125365,86.3,0.61
104.46,4515,-0.017597692,86.1,0.59
104.48,4515.476,-0.01771933,86,0.57
104.5,4515.953,-0.016753286,85.8,0.54
104.52,4516.429,-0.018440542,85.8,0.53
104.54,4516.902,-0.01671867,85.8,0.54
104.56,4517.378,-0.017341391,85.8,0.53
104.58,4517.855,-0.02063458,85.8,0.55
104.6,4518.332,-0.023835363,85.8,0.59
104.62,4518.808,-0.025482256,85.7,0.64
104.64,4519.285,-0.025689664,85.7,0.66
104.66,4519.761,-0.026545117,85.7,0.67
104.68,4520.238,-0.025900421,85.7,0.65
104.7,4520.714,-0.027498965,85.8,0.63
104.72,4521.191,-0.028107679,85.9,0.59
104.74,4521.667,-0.02806564,86.1,0.54
104.76,4522.152,-0.026745491,86.2,0.48
104.78,4522.628,-0.025982804,86.4,0.42
104.8,4523.113,-0.026112532,86.7,0.37
104.82,4523.597,-0.025237379,86.8,0.35
104.84,4524.082,-0.023179702,87.1,0.31
104.86,4524.566,-0.020765197,87.4,0.28
104.88,4525.05,-0.018579765,87.7,0.26
104.9,4525.542,-0.016889222,88.1,0.24
104.92,4526.035,-0.015388735,88.5,0.22
104.94,4526.523,-0.014447155,88.7,0.2
104.96,4527.015,-0.013345722,89.2,0.2
104.98,4527.515,-0.012442579,89.6,0.19
105,4528.015,-0.011711206,90.1,0.19
105.02,4528.515,-0.010666711,90.7,0.19
105.04,4529.023,-0.009669124,91.2,0.2
105.06,4529.531,-0.010297137,91.6,0.21
105.08,4530.046,-0.010575222,92,0.23
105.1,4530.562,-0.009411841,92.5,0.24
105.12,4531.078,-0.008721326,93,0.25
105.14,4531.593,-0.008822845,93.5,0.25
105.16,4532.117,-0.009435947,93.9,0.26
105.18,4532.64,-0.009646529,94.3,0.26
105.2,4533.171,-0.009768989,94.9,0.26
105.22,4533.695,-0.009222259,95.4,0.26
105.24,4534.226,-0.008988162,95.7,0.26
105.26,4534.765,-0.008947975,96.2,0.27
105.28,4535.296,-0.009268074,96.6,0.28
105.3,4535.832,-0.009719812,97,0.29
105.32,4536.378,-0.01014221,97.4,0.3
105.34,4536.917,-0.009938921,97.9,0.32
105.36,4537.464,-0.009760444,98.2,0.32
105.38,4538.011,-0.009835734,98.7,0.31
105.4,4538.566,-0.010727231,99.1,0.31
105.42,4539.121,-0.010921983,99.6,0.3
105.44,4539.675,-0.011357679,100,0.3
105.46,4540.23,-0.011373621,100.4,0.32
105.48,4540.792,-0.011255608,100.7,0.33
105.5,4541.355,-0.011967773,101.1,0.34
105.52,4541.917,-0.011851842,101.2,0.34
105.54,4542.48,-0.01203011,101.2,0.33
105.56,4543.042,-0.012211948,101.2,0.34
105.58,4543.605,-0.011836965,101.2,0.37
105.6,4544.167,-0.011879378,101.6,0.37
105.62,4544.738,-0.01165668,102.1,0.36
105.64,4545.296,-0.010991259,102.5,0.35
105.66,4545.875,-0.011180559,102.8,0.34
105.68,4546.445,-0.011201589,103.2,0.33
105.7,4547.023,-0.010899623,103.6,0.34
105.72,4547.593,-0.010963926,104,0.34
105.74,4548.179,-0.010345026,104.4,0.33
105.76,4548.757,-0.010945045,104.7,0.33
105.78,4549.343,-0.011453071,105.1,0.34
105.8,4549.929,-0.011241799,105.5,0.35
105.82,4550.515,-0.010542789,105.9,0.35
105.84,4551.109,-0.010436163,106.2,0.36
105.86,4551.703,-0.010644321,106.6,0.35
105.88,4552.296,-0.011573581,107.1,0.34
105.9,4552.89,-0.011049364,107.4,0.34
105.92,4553.492,-0.010890268,107.8,0.33
105.94,4554.093,-0.01086111,108.2,0.34
105.96,4554.691,-0.011174614,108.6,0.34
105.98,4555.292,-0.011135686,109,0.34
106,4555.902,-0.010646169,109.4,0.34
106.02,4556.511,-0.010382363,109.7,0.33
106.04,4557.128,-0.010581127,110.1,0.33
106.06,4557.738,-0.010049593,110.6,0.31
106.08,4558.355,-0.009738061,110.9,0.3
106.1,4558.972,-0.009651071,111.3,0.28
106.12,4559.597,-0.00973388,111.7,0.28
106.14,4560.214,-0.009523544,112,0.28
106.16,4560.839,-0.009073475,112.4,0.28
106.18,4561.464,-0.008625573,112.8,0.29
106.2,4562.097,-0.008528553,113.1,0.28
106.22,4562.73,-0.008564634,113.5,0.26
106.24,4563.363,-0.008606308,114,0.23
106.26,4563.996,-0.008389602,114.3,0.22
106.28,4564.625,-0.008169148,114.7,0.22
106.3,4565.265,-0.007827383,115.1,0.23
106.32,4565.906,-0.007537517,115.4,0.23
106.34,4566.554,-0.007452919,115.8,0.23
106.36,4567.195,-0.007269824,116.2,0.21
106.38,4567.843,-0.007057085,116.7,0.19
106.4,4568.5,-0.006803147,117,0.18
106.42,4569.148,-0.006408159,117.4,0.17
106.44,4569.804,-0.006124275,117.8,0.16
106.46,4570.46,-0.005966138,118.2,0.16
106.48,4571.117,-0.005654868,118.5,0.16
106.5,4571.781,-0.005067714,118.9,0.15
106.52,4572.437,-0.005083547,119.2,0.15
106.54,4573.109,-0.005075824,119.6,0.14
106.56,4573.769,-0.004651444,120.1,0.13
106.58,4574.441,-0.004581413,120.4,0.13
106.6,4575.105,-0.004311885,120.8,0.13
106.62,4575.785,-0.004186989,121.1,0.12
106.64,4576.457,-0.004168372,121.5,0.12
106.66,4577.136,-0.004349914,121.9,0.13
106.68,4577.816,-0.004070809,122.2,0.13
106.7,4578.496,-0.003750229,122.6,0.13
106.72,4579.175,-0.003962792,123,0.13
106.74,4579.863,-0.004001924,123.4,0.12
106.76,4580.55,-0.003957758,123.7,0.12
106.78,4581.238,-0.00382274,124.1,0.12
106.8,4581.933,-0.003759115,124.4,0.13
106.82,4582.621,-0.003656614,124.8,0.14
106.84,4583.312,-0.004022142,125.2,0.15
106.86,4584.007,-0.004181215,125.4,0.15
106.88,4584.71,-0.004095816,125.8,0.16
106.9,4585.414,-0.004010084,126.1,0.16
106.92,4586.117,-0.004326277,126.5,0.17
106.94,4586.82,-0.004261996,126.8,0.17
106.96,4587.523,-0.004331262,127.1,0.17
106.98,4588.234,-0.004120146,127.4,0.16
107,4588.945,-0.004072633,127.8,0.15
107.02,4589.656,-0.004093008,128.2,0.15
107.04,4590.367,-0.003973349,128.4,0.15
107.06,4591.085,-0.003819015,128.8,0.14
107.08,4591.796,-0.003894864,129.1,0.14
107.1,4592.515,-0.003873132,129.4,0.14
107.12,4593.238,-0.003873398,129.5,0.13
107.14,4593.957,-0.004122077,129.5,0.13
107.16,4594.675,-0.00397205,129.5,0.13
107.18,4595.394,-0.00386392,129.5,0.14
107.2,4596.113,-0.003758289,129.8,0.14
107.22,4596.839,-0.003557653,130.1,0.13
107.24,4597.558,-0.003627303,130.5,0.12
107.26,4598.285,-0.003531009,130.8,0.12
107.28,4599.019,-0.003518234,131,0.12
107.3,4599.746,-0.003394554,131.4,0.12
107.32,4600.48,-0.003370961,131.6,0.12
107.34,4601.207,-0.003353719,132,0.12
107.36,4601.949,-0.003397829,132.3,0.12
107.38,4602.679,-0.003218068,132.6,0.11
107.4,4603.414,-0.003054384,132.9,0.11
107.42,4604.156,-0.002991159,133.2,0.11
107.44,4604.898,-0.002972823,133.5,0.1
107.46,4605.64,-0.002873615,133.8,0.1
107.48,4606.382,-0.002779724,134.1,0.09
107.5,4607.132,-0.002587139,134.5,0.09
107.52,4607.882,-0.00259495,134.7,0.09
107.54,4608.632,-0.002480403,135.1,0.09
107.56,4609.382,-0.002541316,135.4,0.09
107.58,4610.14,-0.00252061,135.6,0.09
107.6,4610.89,-0.002316876,136,0.09
107.62,4611.648,-0.002351679,136.3,0.08
107.64,4612.402,-0.002418477,136.6,0.08
107.66,4613.167,-0.002177039,136.9,0.08
107.68,4613.925,-0.002128495,137.2,0.08
107.7,4614.691,-0.002147631,137.5,0.08
107.72,4615.457,-0.002131225,137.8,0.08
107.74,4616.222,-0.001912585,138.1,0.07
107.76,4616.996,-0.001816951,138.4,0.07
107.78,4617.761,-0.001670727,138.7,0.06
107.8,4618.535,-0.00159825,139,0.06
107.82,4619.308,-0.001624569,139.3,0.05
107.84,4620.089,-0.001284731,139.7,0.04
107.86,4620.863,-0.001234009,140,0.03
107.88,4621.64,-0.001071616,140.3,0.03
107.9,4622.421,-0.00091175,140.6,0.02
107.92,4623.203,-0.000605043,141,0.01
107.94,4623.992,-0.000600471,141.2,0.01
107.96,4624.773,-0.000525491,141.5,0
107.98,4625.562,-0.000416061,141.9,0
108,4626.351,-0.000351587,142.1,0
108.02,4627.14,-0.000271898,142.4,0
108.04,4627.937,-0.000130288,142.7,0
108.06,4628.734,-0.000245568,143,-0.01
108.08,4629.523,-8.90E-05,143.3,0
108.1,4630.328,-0.00002465,143.6,0
108.12,4631.121,-0.000065231,143.9,0
108.14,4631.917,-3.97E-05,144.2,0
108.16,4632.722,0.000137695,144.5,-0.01
